transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn,product,product_category
249,2019-04-09,16:06:36,3,10,0,N,1,1,55,1,4.0,4.0,N,Morning Sunrise Chai Lg,Tea
250,2019-04-09,14:26:57,3,10,789,N,1,1,23,2,5.0,2.5,N,Our Old Time Diner Blend Rg,Coffee
251,2019-04-09,11:25:29,3,9,0,Y,1,1,43,1,3.0,3.0,N,Lemon Grass Lg,Tea
252,2019-04-09,11:09:51,3,8,737,Y,1,1,47,2,6.0,3.0,N,Serenity Green Tea Lg,Tea
253,2019-04-09,12:12:40,3,10,318,N,1,1,30,1,3.0,3.0,N,Columbian Medium Roast Lg,Coffee
254,2019-04-09,18:47:30,3,10,0,N,1,1,26,1,3.0,3.0,N,Brazilian Rg,Coffee
255,2019-04-09,18:52:51,3,9,533,Y,1,1,57,2,6.2,3.1,N,Spicy Eye Opener Chai Lg,Tea
256,2019-04-09,12:56:35,3,10,411,N,1,1,25,2,4.4,2.2,N,Brazilian Sm,Coffee
257,2019-04-09,18:47:47,3,6,35,Y,1,1,57,2,6.2,3.1,N,Spicy Eye Opener Chai Lg,Tea
258,2019-04-09,13:13:41,3,8,476,Y,1,1,57,1,3.1,3.1,N,Spicy Eye Opener Chai Lg,Tea
259,2019-04-09,15:46:18,3,6,608,N,1,1,60,1,3.75,3.75,N,Sustainably Grown Organic Rg,Drinking Chocolate
260,2019-04-09,13:14:26,3,7,718,Y,1,1,24,1,3.0,3.0,N,Our Old Time Diner Blend Lg,Coffee
261,2019-04-09,18:53:14,3,6,564,Y,1,1,47,1,3.0,3.0,N,Serenity Green Tea Lg,Tea
262,2019-04-09,12:44:09,3,8,423,N,1,1,24,1,3.0,3.0,N,Our Old Time Diner Blend Lg,Coffee
263,2019-04-09,16:45:07,3,6,0,Y,1,1,57,1,3.1,3.1,N,Spicy Eye Opener Chai Lg,Tea
263,2019-04-09,16:45:07,3,6,0,Y,1,2,77,1,3.0,3.0,N,Oatmeal Scone,Bakery
264,2019-04-09,13:34:47,3,7,160,N,1,1,28,1,2.0,2.0,N,Columbian Medium Roast Sm,Coffee
265,2019-04-09,12:27:04,3,6,0,Y,1,1,33,1,3.5,3.5,N,Ethiopia Lg,Coffee
266,2019-04-09,16:04:41,3,8,0,Y,1,1,40,1,3.75,3.75,N,Cappuccino,Coffee
266,2019-04-09,16:04:41,3,8,0,Y,1,2,6,1,21.0,21.0,N,Ethiopia,Coffee beans
266,2019-04-09,16:04:41,3,8,0,Y,2,3,12,1,8.95,8.95,N,Peppermint,Loose Tea
267,2019-04-09,16:10:50,3,7,15,Y,1,1,26,1,3.0,3.0,N,Brazilian Rg,Coffee
268,2019-04-09,19:03:24,3,10,577,N,1,1,31,1,2.2,2.2,N,Ethiopia Sm,Coffee
268,2019-04-09,19:03:24,3,10,577,N,1,2,69,1,3.25,3.25,N,Hazelnut Biscotti,Bakery
269,2019-04-09,13:28:16,3,6,643,N,1,1,49,1,3.0,3.0,N,English Breakfast Lg,Tea
270,2019-04-09,17:40:10,3,9,0,Y,1,1,47,2,6.0,3.0,N,Serenity Green Tea Lg,Tea
271,2019-04-09,11:23:26,3,8,14,N,1,1,34,1,2.45,2.45,N,Jamaican Coffee River Sm,Coffee
272,2019-04-09,18:02:31,3,10,0,N,1,1,47,1,3.0,3.0,N,Serenity Green Tea Lg,Tea
273,2019-04-09,16:27:12,3,9,0,N,1,1,34,2,4.9,2.45,N,Jamaican Coffee River Sm,Coffee
274,2019-04-09,12:10:35,3,10,704,N,1,1,25,1,2.2,2.2,N,Brazilian Sm,Coffee
274,2019-04-09,12:10:35,3,10,704,N,1,2,79,1,3.75,3.75,N,Jumbo Savory Scone,Bakery
275,2019-04-09,19:58:46,3,6,721,Y,1,1,47,2,6.0,3.0,N,Serenity Green Tea Lg,Tea
276,2019-04-09,16:22:20,3,9,532,N,1,1,40,1,3.75,3.75,N,Cappuccino,Coffee
277,2019-04-09,15:29:49,3,6,134,N,1,1,33,1,3.5,3.5,N,Ethiopia Lg,Coffee
278,2019-04-09,15:03:21,3,8,0,N,1,1,31,2,4.4,2.2,N,Ethiopia Sm,Coffee
278,2019-04-09,15:03:21,3,8,0,N,1,2,76,1,3.5,3.5,N,Chocolate Chip Biscotti,Bakery
279,2019-04-09,19:27:58,3,9,209,Y,1,1,46,1,2.5,2.5,N,Serenity Green Tea Rg,Tea
280,2019-04-09,15:01:49,3,10,0,N,1,1,37,2,6.0,3.0,N,Espresso shot,Coffee
281,2019-04-09,14:25:28,3,6,120,Y,1,1,45,2,6.0,3.0,N,Peppermint Lg,Tea
282,2019-04-09,17:18:44,3,8,99,N,1,1,61,1,4.75,4.75,N,Sustainably Grown Organic Lg,Drinking Chocolate
283,2019-04-09,16:17:33,3,8,356,N,1,1,60,1,3.75,3.75,N,Sustainably Grown Organic Rg,Drinking Chocolate
283,2019-04-09,16:17:33,3,8,356,N,1,3,13,1,8.95,8.95,N,English Breakfast,Loose Tea
284,2019-04-09,16:39:31,3,6,0,N,1,1,47,1,3.0,3.0,N,Serenity Green Tea Lg,Tea
285,2019-04-09,13:21:03,3,7,0,Y,1,1,55,1,4.0,4.0,N,Morning Sunrise Chai Lg,Tea
285,2019-04-09,13:21:03,3,7,0,Y,1,4,70,1,3.25,3.25,N,Cranberry Scone,Bakery
285,2019-04-09,13:21:03,3,7,0,Y,2,2,79,1,3.75,3.75,N,Jumbo Savory Scone,Bakery
285,2019-04-09,13:21:03,3,7,0,Y,2,3,78,1,4.5,4.5,N,Scottish Cream Scone ,Bakery
285,2019-04-09,13:21:03,3,7,0,Y,2,5,54,1,2.5,2.5,N,Morning Sunrise Chai Rg,Tea
286,2019-04-09,15:13:31,3,10,0,N,1,1,51,2,6.0,3.0,N,Earl Grey Lg,Tea
287,2019-04-09,17:43:19,3,10,277,Y,1,1,48,1,2.5,2.5,N,English Breakfast Rg,Tea
288,2019-04-09,13:08:41,3,8,0,Y,1,1,41,1,4.25,4.25,N,Cappuccino Lg,Coffee
289,2019-04-09,13:08:17,3,8,0,N,1,1,25,2,4.4,2.2,N,Brazilian Sm,Coffee
290,2019-04-09,16:31:43,3,9,0,N,1,1,52,1,2.5,2.5,N,Traditional Blend Chai Rg,Tea
291,2019-04-09,11:11:19,3,6,0,N,1,1,22,1,2.0,2.0,N,Our Old Time Diner Blend Sm,Coffee
292,2019-04-09,14:38:36,3,9,0,N,1,1,50,2,5.0,2.5,N,Earl Grey Rg,Tea
293,2019-04-09,13:20:08,3,9,648,N,1,1,59,2,9.0,4.5,N,Dark chocolate Lg,Drinking Chocolate
294,2019-04-09,17:28:39,3,10,16,N,1,1,40,2,7.5,3.75,N,Cappuccino,Coffee
295,2019-04-09,19:31:48,3,8,0,N,1,1,41,2,8.5,4.25,N,Cappuccino Lg,Coffee
296,2019-04-09,12:48:47,3,8,18,Y,1,1,31,1,2.2,2.2,N,Ethiopia Sm,Coffee
297,2019-04-09,18:53:10,3,6,0,N,1,1,33,1,3.5,3.5,N,Ethiopia Lg,Coffee
297,2019-04-09,18:53:10,3,6,0,N,1,2,74,1,3.5,3.5,N,Ginger Biscotti,Bakery
298,2019-04-09,17:27:16,3,9,598,N,1,1,48,1,2.5,2.5,N,English Breakfast Rg,Tea
298,2019-04-09,17:27:16,3,9,598,N,1,3,20,1,7.6,7.6,N,Sustainably Grown Organic,Packaged Chocolate
299,2019-04-09,11:53:32,3,9,269,Y,1,1,40,1,3.75,3.75,N,Cappuccino,Coffee
300,2019-04-09,15:40:25,3,8,0,N,1,1,49,1,3.0,3.0,N,English Breakfast Lg,Tea
301,2019-04-09,11:53:54,3,7,0,N,1,1,60,1,3.75,3.75,N,Sustainably Grown Organic Rg,Drinking Chocolate
301,2019-04-09,11:53:54,3,7,0,N,1,2,76,1,3.5,3.5,N,Chocolate Chip Biscotti,Bakery
302,2019-04-09,18:05:54,3,8,0,Y,1,1,47,1,3.0,3.0,N,Serenity Green Tea Lg,Tea
303,2019-04-09,16:07:02,3,8,726,N,1,1,58,1,3.5,3.5,N,Dark chocolate Rg,Drinking Chocolate
304,2019-04-09,11:18:00,3,7,313,Y,1,1,52,1,2.5,2.5,N,Traditional Blend Chai Rg,Tea
305,2019-04-09,17:31:18,3,6,318,Y,1,1,57,1,3.1,3.1,N,Spicy Eye Opener Chai Lg,Tea
306,2019-04-09,19:33:16,3,6,0,N,1,1,57,1,3.1,3.1,N,Spicy Eye Opener Chai Lg,Tea
307,2019-04-09,14:26:58,3,9,470,Y,1,1,26,2,6.0,3.0,N,Brazilian Rg,Coffee
308,2019-04-09,18:11:18,3,9,621,N,1,1,31,1,2.2,2.2,N,Ethiopia Sm,Coffee
309,2019-04-09,18:46:10,3,8,0,Y,1,1,40,1,3.75,3.75,N,Cappuccino,Coffee
309,2019-04-09,18:46:10,3,8,0,Y,1,4,72,1,3.25,3.25,N,Ginger Scone,Bakery
309,2019-04-09,18:46:10,3,8,0,Y,2,2,40,1,3.75,3.75,N,Cappuccino,Coffee
309,2019-04-09,18:46:10,3,8,0,Y,3,3,40,1,3.75,3.75,N,Cappuccino,Coffee
310,2019-04-09,18:28:11,3,9,768,Y,1,1,49,2,6.0,3.0,N,English Breakfast Lg,Tea
310,2019-04-09,18:28:11,3,9,768,Y,1,3,16,1,8.95,8.95,N,Traditional Blend Chai,Loose Tea
311,2019-04-09,11:40:08,3,7,577,Y,1,1,25,1,2.2,2.2,N,Brazilian Sm,Coffee
312,2019-04-09,18:47:07,3,10,685,Y,1,1,53,1,3.0,3.0,N,Traditional Blend Chai Lg,Tea
313,2019-04-09,18:32:35,3,10,0,Y,1,1,25,2,4.4,2.2,N,Brazilian Sm,Coffee
313,2019-04-09,18:32:35,3,10,0,Y,1,3,18,1,10.95,10.95,N,Spicy Eye Opener Chai,Loose Tea
314,2019-04-09,16:02:50,3,7,0,Y,1,1,52,1,2.5,2.5,N,Traditional Blend Chai Rg,Tea
314,2019-04-09,16:02:50,3,7,0,Y,1,2,71,1,3.75,3.75,N,Chocolate Croissant,Bakery
315,2019-04-09,16:14:12,3,8,0,Y,1,1,29,2,5.0,2.5,N,Columbian Medium Roast Rg,Coffee
316,2019-04-09,17:02:02,3,10,271,N,1,1,59,1,4.5,4.5,N,Dark chocolate Lg,Drinking Chocolate
316,2019-04-09,17:02:02,3,10,271,N,1,2,78,1,4.5,4.5,N,Scottish Cream Scone ,Bakery
317,2019-04-09,16:23:09,3,6,45,N,1,1,34,2,4.9,2.45,N,Jamaican Coffee River Sm,Coffee
317,2019-04-09,16:23:09,3,6,45,N,2,3,8,1,45.0,45.0,N,Civet Cat,Coffee beans
318,2019-04-09,14:38:58,3,7,0,N,1,1,54,2,5.0,2.5,N,Morning Sunrise Chai Rg,Tea
319,2019-04-09,14:02:43,3,6,0,Y,1,1,34,1,2.45,2.45,N,Jamaican Coffee River Sm,Coffee
319,2019-04-09,14:02:43,3,6,0,Y,1,2,79,1,3.75,3.75,N,Jumbo Savory Scone,Bakery
319,2019-04-09,14:02:43,3,6,0,Y,2,3,34,1,2.45,2.45,N,Jamaican Coffee River Sm,Coffee
320,2019-04-09,11:20:53,3,9,0,N,1,1,35,2,6.2,3.1,N,Jamaican Coffee River Rg,Coffee
321,2019-04-09,14:40:33,3,6,0,N,1,1,41,1,4.25,4.25,N,Cappuccino Lg,Coffee
321,2019-04-09,14:40:33,3,6,0,N,1,3,2,1,18.0,18.0,N,Our Old Time Diner Blend,Coffee beans
322,2019-04-09,19:43:53,3,7,200,Y,1,1,55,1,4.0,4.0,N,Morning Sunrise Chai Lg,Tea
323,2019-04-09,17:02:39,3,6,0,Y,1,1,59,1,4.5,4.5,N,Dark chocolate Lg,Drinking Chocolate
324,2019-04-09,11:59:52,3,8,0,N,1,1,52,2,5.0,2.5,N,Traditional Blend Chai Rg,Tea
325,2019-04-09,12:48:48,3,9,710,Y,1,1,48,2,5.0,2.5,N,English Breakfast Rg,Tea
326,2019-04-09,18:05:13,3,7,0,N,1,1,29,2,5.0,2.5,N,Columbian Medium Roast Rg,Coffee
327,2019-04-09,18:46:44,3,6,0,N,1,1,34,2,4.9,2.45,N,Jamaican Coffee River Sm,Coffee
328,2019-04-09,19:35:01,3,10,0,N,1,1,34,1,2.45,2.45,N,Jamaican Coffee River Sm,Coffee
329,2019-04-09,18:31:50,3,10,676,Y,1,1,34,1,2.45,2.45,N,Jamaican Coffee River Sm,Coffee
329,2019-04-09,18:31:50,3,10,676,Y,1,2,69,1,3.25,3.25,N,Hazelnut Biscotti,Bakery
330,2019-04-09,12:48:19,3,6,610,N,1,1,39,1,4.25,4.25,N,Latte Rg,Coffee
331,2019-04-09,17:10:58,3,9,438,Y,1,1,49,2,6.0,3.0,N,English Breakfast Lg,Tea
332,2019-04-09,12:44:47,3,8,0,N,1,1,57,2,6.2,3.1,N,Spicy Eye Opener Chai Lg,Tea
333,2019-04-09,19:58:13,3,7,642,N,1,1,60,1,3.75,3.75,N,Sustainably Grown Organic Rg,Drinking Chocolate
334,2019-04-09,12:18:14,3,10,458,Y,1,1,38,2,7.5,3.75,N,Latte,Coffee
335,2019-04-09,19:25:52,3,8,0,N,1,1,43,1,3.0,3.0,N,Lemon Grass Lg,Tea
336,2019-04-09,13:54:27,3,10,226,N,1,1,50,2,5.0,2.5,N,Earl Grey Rg,Tea
337,2019-04-09,13:19:19,3,6,118,Y,1,1,23,1,2.5,2.5,N,Our Old Time Diner Blend Rg,Coffee
338,2019-04-09,13:16:18,3,7,675,N,1,1,26,1,3.0,3.0,N,Brazilian Rg,Coffee
339,2019-04-09,11:45:15,3,8,0,Y,1,1,46,1,2.5,2.5,N,Serenity Green Tea Rg,Tea
340,2019-04-09,18:15:21,3,8,0,N,1,1,35,1,3.1,3.1,N,Jamaican Coffee River Rg,Coffee
341,2019-04-09,18:03:24,3,8,0,N,1,1,46,2,5.0,2.5,N,Serenity Green Tea Rg,Tea
341,2019-04-09,18:03:24,3,8,0,N,1,2,78,1,4.5,4.5,N,Scottish Cream Scone ,Bakery
342,2019-04-09,13:05:06,3,6,329,Y,1,1,33,1,3.5,3.5,N,Ethiopia Lg,Coffee
343,2019-04-09,15:14:23,3,8,0,Y,1,1,44,1,2.5,2.5,N,Peppermint Rg,Tea
344,2019-04-09,11:28:03,3,8,0,Y,1,1,38,1,3.75,3.75,N,Latte,Coffee
345,2019-04-09,15:30:27,3,7,597,N,1,1,35,2,6.2,3.1,N,Jamaican Coffee River Rg,Coffee
345,2019-04-09,15:30:27,3,7,597,N,1,2,79,1,3.75,3.75,N,Jumbo Savory Scone,Bakery
346,2019-04-09,12:23:57,3,9,0,N,1,1,46,1,2.5,2.5,N,Serenity Green Tea Rg,Tea
346,2019-04-09,12:23:57,3,9,0,N,1,2,70,1,3.25,3.25,N,Cranberry Scone,Bakery
347,2019-04-09,13:11:35,3,10,122,N,1,1,34,1,2.45,2.45,N,Jamaican Coffee River Sm,Coffee
348,2019-04-09,11:24:18,3,10,799,N,1,1,36,1,3.75,3.75,N,Jamaican Coffee River Lg,Coffee
349,2019-04-09,15:33:19,3,6,628,N,1,1,42,1,2.5,2.5,N,Lemon Grass Rg,Tea
350,2019-04-09,17:33:33,3,9,608,Y,1,1,44,1,2.5,2.5,N,Peppermint Rg,Tea
351,2019-04-09,12:45:29,3,8,699,N,1,1,25,1,2.2,2.2,N,Brazilian Sm,Coffee
352,2019-04-09,11:29:19,3,6,379,Y,1,1,38,1,3.75,3.75,N,Latte,Coffee
353,2019-04-09,12:44:14,3,10,347,Y,1,1,44,1,2.5,2.5,N,Peppermint Rg,Tea
353,2019-04-09,12:44:14,3,10,347,Y,1,2,78,1,4.5,4.5,N,Scottish Cream Scone ,Bakery
353,2019-04-09,12:44:14,3,10,347,Y,1,3,72,1,3.25,3.25,N,Ginger Scone,Bakery
354,2019-04-09,15:12:59,3,10,0,Y,1,1,56,2,5.1,2.55,N,Spicy Eye Opener Chai Rg,Tea
355,2019-04-09,14:42:24,3,6,29,Y,1,1,23,1,2.5,2.5,N,Our Old Time Diner Blend Rg,Coffee
355,2019-04-09,14:42:24,3,6,29,Y,1,3,5,1,15.0,15.0,N,Columbian Medium Roast,Coffee beans
356,2019-04-09,14:07:31,3,8,306,Y,1,1,57,1,3.1,3.1,N,Spicy Eye Opener Chai Lg,Tea
357,2019-04-09,11:28:35,3,9,642,Y,1,1,61,2,9.5,4.75,N,Sustainably Grown Organic Lg,Drinking Chocolate
358,2019-04-09,16:03:58,3,10,422,Y,1,1,44,2,5.0,2.5,N,Peppermint Rg,Tea
358,2019-04-09,16:03:58,3,10,422,Y,1,2,71,1,3.75,3.75,N,Chocolate Croissant,Bakery
359,2019-04-09,18:50:28,3,7,157,Y,1,1,33,1,3.5,3.5,N,Ethiopia Lg,Coffee
360,2019-04-09,15:00:46,3,7,0,Y,1,1,42,2,5.0,2.5,N,Lemon Grass Rg,Tea
361,2019-04-09,12:45:28,3,7,0,N,1,1,46,2,5.0,2.5,N,Serenity Green Tea Rg,Tea
361,2019-04-09,12:45:28,3,7,0,N,1,3,7,1,19.75,19.75,N,Jamacian Coffee River,Coffee beans
362,2019-04-09,11:35:09,3,9,664,N,1,1,44,1,2.5,2.5,N,Peppermint Rg,Tea
362,2019-04-09,11:35:09,3,9,664,N,1,3,18,1,10.95,10.95,N,Spicy Eye Opener Chai,Loose Tea
363,2019-04-09,12:01:11,3,7,355,Y,1,1,53,2,6.0,3.0,N,Traditional Blend Chai Lg,Tea
364,2019-04-09,15:21:28,3,9,0,N,1,1,35,1,3.1,3.1,N,Jamaican Coffee River Rg,Coffee
364,2019-04-09,15:21:28,3,9,0,N,1,2,72,1,3.25,3.25,N,Ginger Scone,Bakery
365,2019-04-09,19:13:37,3,9,0,Y,1,1,28,1,2.0,2.0,N,Columbian Medium Roast Sm,Coffee
366,2019-04-09,13:51:28,3,7,383,N,1,1,36,1,3.75,3.75,N,Jamaican Coffee River Lg,Coffee
367,2019-04-09,18:20:43,3,7,0,N,1,1,61,1,4.75,4.75,N,Sustainably Grown Organic Lg,Drinking Chocolate
368,2019-04-09,13:40:29,3,7,0,N,1,1,61,2,9.5,4.75,N,Sustainably Grown Organic Lg,Drinking Chocolate
369,2019-04-09,16:25:05,3,7,0,N,1,1,57,1,3.1,3.1,N,Spicy Eye Opener Chai Lg,Tea
369,2019-04-09,16:25:05,3,7,0,N,1,3,5,1,15.0,15.0,N,Columbian Medium Roast,Coffee beans
370,2019-04-09,16:18:08,3,10,282,Y,1,1,45,1,3.0,3.0,N,Peppermint Lg,Tea
371,2019-04-09,13:08:04,3,6,540,Y,1,1,37,1,3.0,3.0,N,Espresso shot,Coffee
371,2019-04-09,13:08:04,3,6,540,Y,1,3,21,1,13.33,13.33,N,Chili Mayan,Packaged Chocolate
372,2019-04-09,17:21:33,3,8,114,Y,1,1,29,1,2.5,2.5,N,Columbian Medium Roast Rg,Coffee
373,2019-04-09,15:41:50,3,8,0,Y,1,1,55,1,4.0,4.0,N,Morning Sunrise Chai Lg,Tea
374,2019-04-09,18:55:11,3,9,640,Y,1,1,48,1,2.5,2.5,N,English Breakfast Rg,Tea
374,2019-04-09,18:55:11,3,9,640,Y,1,3,17,1,9.5,9.5,N,Morning Sunrise Chai,Loose Tea
375,2019-04-09,17:20:06,3,10,313,Y,1,1,43,1,3.0,3.0,N,Lemon Grass Lg,Tea
376,2019-04-09,19:15:02,3,7,0,Y,1,1,60,1,3.75,3.75,N,Sustainably Grown Organic Rg,Drinking Chocolate
377,2019-04-09,18:40:47,3,7,48,N,1,1,37,1,3.0,3.0,N,Espresso shot,Coffee
378,2019-04-09,18:50:44,3,10,520,N,1,1,22,2,4.0,2.0,N,Our Old Time Diner Blend Sm,Coffee
379,2019-04-09,14:52:01,3,8,585,Y,1,1,38,1,3.75,3.75,N,Latte,Coffee
380,2019-04-09,16:14:12,3,8,424,Y,1,1,22,2,4.0,2.0,N,Our Old Time Diner Blend Sm,Coffee
381,2019-04-09,18:03:14,3,7,463,N,1,1,31,2,4.4,2.2,N,Ethiopia Sm,Coffee
382,2019-04-09,19:46:08,3,9,0,N,1,1,42,1,2.5,2.5,N,Lemon Grass Rg,Tea
383,2019-04-09,19:45:28,3,8,607,N,1,1,31,2,4.4,2.2,N,Ethiopia Sm,Coffee
383,2019-04-09,19:45:28,3,8,607,N,1,2,75,1,3.5,3.5,N,Croissant,Bakery
384,2019-04-09,17:46:14,3,7,0,N,1,1,32,1,3.0,3.0,N,Ethiopia Rg,Coffee
385,2019-04-09,16:45:52,3,7,0,Y,1,1,26,1,3.0,3.0,N,Brazilian Rg,Coffee
385,2019-04-09,16:45:52,3,7,0,Y,1,3,12,1,8.95,8.95,N,Peppermint,Loose Tea
386,2019-04-09,12:04:39,3,6,653,Y,1,1,45,1,3.0,3.0,N,Peppermint Lg,Tea
386,2019-04-09,12:04:39,3,6,653,Y,1,3,8,1,45.0,45.0,N,Civet Cat,Coffee beans
387,2019-04-09,15:06:27,3,10,0,N,1,1,40,1,3.75,3.75,N,Cappuccino,Coffee
388,2019-04-09,16:18:25,3,7,0,N,1,1,32,1,3.0,3.0,N,Ethiopia Rg,Coffee
388,2019-04-09,16:18:25,3,7,0,N,1,2,78,1,4.5,4.5,N,Scottish Cream Scone ,Bakery
389,2019-04-09,19:14:40,3,8,0,N,1,1,41,2,8.5,4.25,N,Cappuccino Lg,Coffee
390,2019-04-09,15:54:14,3,9,112,N,1,1,60,1,3.75,3.75,N,Sustainably Grown Organic Rg,Drinking Chocolate
391,2019-04-09,14:27:35,3,8,387,Y,1,1,50,1,2.5,2.5,N,Earl Grey Rg,Tea
392,2019-04-09,18:53:45,3,8,51,Y,1,1,31,1,2.2,2.2,N,Ethiopia Sm,Coffee
393,2019-04-09,12:49:56,3,9,365,N,1,1,40,1,3.75,3.75,N,Cappuccino,Coffee
1,2019-04-09,08:14:07,5,25,5620,Y,1,1,29,2,5.0,2.5,N,Columbian Medium Roast Rg,Coffee
2,2019-04-09,10:20:48,5,25,0,N,1,1,50,1,2.5,2.5,N,Earl Grey Rg,Tea
3,2019-04-09,09:50:15,5,28,5166,Y,1,1,54,1,2.5,2.5,N,Morning Sunrise Chai Rg,Tea
4,2019-04-09,08:02:30,5,28,5796,N,1,1,59,1,4.5,4.5,N,Dark chocolate Lg,Drinking Chocolate
4,2019-04-09,08:02:30,5,28,5796,N,9,9,83,1,14.0,14.0,N,I Need My Bean! Latte cup,Branded
5,2019-04-09,08:38:21,5,28,0,Y,1,1,50,1,2.5,2.5,N,Earl Grey Rg,Tea
6,2019-04-09,10:35:15,5,25,0,Y,1,1,61,2,9.5,4.75,N,Sustainably Grown Organic Lg,Drinking Chocolate
7,2019-04-09,09:18:18,5,29,0,N,1,1,28,1,2.0,2.0,N,Columbian Medium Roast Sm,Coffee
8,2019-04-09,10:48:14,5,28,0,N,1,1,43,1,3.0,3.0,N,Lemon Grass Lg,Tea
9,2019-04-09,10:52:20,5,27,0,N,1,1,25,2,4.4,2.2,N,Brazilian Sm,Coffee
10,2019-04-09,09:56:13,5,28,5316,N,1,1,47,2,6.0,3.0,N,Serenity Green Tea Lg,Tea
11,2019-04-09,07:48:02,5,27,0,N,1,1,24,1,3.0,3.0,N,Our Old Time Diner Blend Lg,Coffee
12,2019-04-09,09:52:23,5,25,5245,N,1,1,54,1,2.5,2.5,N,Morning Sunrise Chai Rg,Tea
13,2019-04-09,07:55:02,5,25,0,N,1,1,43,2,6.0,3.0,N,Lemon Grass Lg,Tea
14,2019-04-09,07:58:31,5,29,5395,Y,1,1,43,2,6.0,3.0,N,Lemon Grass Lg,Tea
15,2019-04-09,08:18:24,5,29,0,N,1,1,57,2,6.2,3.1,N,Spicy Eye Opener Chai Lg,Tea
16,2019-04-09,09:47:31,5,25,0,Y,1,1,45,2,6.0,3.0,N,Peppermint Lg,Tea
17,2019-04-09,09:52:41,5,28,0,N,1,1,31,2,4.4,2.2,N,Ethiopia Sm,Coffee
18,2019-04-09,09:38:23,5,28,5887,N,1,1,51,1,3.0,3.0,N,Earl Grey Lg,Tea
19,2019-04-09,10:51:00,5,29,0,Y,1,1,24,1,3.0,3.0,N,Our Old Time Diner Blend Lg,Coffee
20,2019-04-09,09:53:07,5,29,5196,N,1,1,33,2,7.0,3.5,N,Ethiopia Lg,Coffee
20,2019-04-09,09:53:07,5,29,5196,N,1,3,70,1,4.06,4.06,N,Cranberry Scone,Bakery
20,2019-04-09,09:53:07,5,29,5196,N,2,3,78,1,5.63,5.63,N,Scottish Cream Scone ,Bakery
21,2019-04-09,10:08:04,5,28,5412,Y,1,1,52,2,5.0,2.5,N,Traditional Blend Chai Rg,Tea
22,2019-04-09,10:23:01,5,29,5083,N,1,1,48,1,2.5,2.5,N,English Breakfast Rg,Tea
23,2019-04-09,10:43:52,5,27,0,Y,1,1,30,1,3.0,3.0,N,Columbian Medium Roast Lg,Coffee
24,2019-04-09,09:04:36,5,27,0,Y,1,1,22,1,2.0,2.0,N,Our Old Time Diner Blend Sm,Coffee
25,2019-04-09,10:56:14,5,27,0,Y,1,1,56,2,5.1,2.55,N,Spicy Eye Opener Chai Rg,Tea
26,2019-04-09,08:01:26,5,28,0,Y,1,1,44,1,2.5,2.5,N,Peppermint Rg,Tea
27,2019-04-09,09:40:42,5,29,0,Y,1,1,53,1,3.0,3.0,N,Traditional Blend Chai Lg,Tea
28,2019-04-09,09:36:48,5,25,0,Y,1,1,50,2,5.0,2.5,N,Earl Grey Rg,Tea
29,2019-04-09,09:28:33,5,28,5358,Y,1,1,25,1,2.2,2.2,N,Brazilian Sm,Coffee
30,2019-04-09,07:57:40,5,28,0,Y,1,1,47,1,3.0,3.0,N,Serenity Green Tea Lg,Tea
31,2019-04-09,09:46:07,5,29,0,N,1,1,45,1,3.0,3.0,N,Peppermint Lg,Tea
31,2019-04-09,09:46:07,5,29,0,N,1,3,75,1,4.38,4.38,N,Croissant,Bakery
31,2019-04-09,09:46:07,5,29,0,N,1,6,14,1,8.95,8.95,N,Earl Grey,Loose Tea
32,2019-04-09,09:56:57,5,29,5095,Y,1,1,40,1,3.75,3.75,N,Cappuccino,Coffee
32,2019-04-09,09:56:57,5,29,5095,Y,2,1,40,1,3.75,3.75,N,Cappuccino,Coffee
33,2019-04-09,08:51:56,5,27,0,Y,1,1,38,1,3.75,3.75,N,Latte,Coffee
34,2019-04-09,08:59:11,5,29,0,N,1,1,43,2,6.0,3.0,N,Lemon Grass Lg,Tea
35,2019-04-09,08:23:39,5,27,0,N,1,1,55,2,8.0,4.0,N,Morning Sunrise Chai Lg,Tea
36,2019-04-09,09:43:55,5,25,0,N,1,1,40,1,3.75,3.75,N,Cappuccino,Coffee
36,2019-04-09,09:43:55,5,25,0,N,1,2,63,2,1.6,0.8,N,Carmel syrup,Flavours
36,2019-04-09,09:43:55,5,25,0,N,1,3,64,1,0.8,0.8,N,Hazelnut syrup,Flavours
37,2019-04-09,09:55:59,5,28,0,N,1,1,58,1,3.5,3.5,N,Dark chocolate Rg,Drinking Chocolate
38,2019-04-09,08:26:18,5,27,5204,Y,1,1,39,2,8.5,4.25,N,Latte Rg,Coffee
39,2019-04-09,10:52:58,5,25,5900,N,1,1,31,1,2.2,2.2,N,Ethiopia Sm,Coffee
40,2019-04-09,09:34:11,5,28,0,Y,1,1,45,1,3.0,3.0,N,Peppermint Lg,Tea
40,2019-04-09,09:34:11,5,28,0,Y,1,3,71,1,4.69,4.69,N,Chocolate Croissant,Bakery
40,2019-04-09,09:34:11,5,28,0,Y,2,1,44,1,3.0,2.5,N,Peppermint Rg,Tea
41,2019-04-09,09:40:05,5,27,0,N,1,1,47,2,6.0,3.0,N,Serenity Green Tea Lg,Tea
